"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Andhra Pradesh","Chittoor","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-14","2023","04","2.6919E-6","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-15","2023","04","0.00015109","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-16","2023","04","0.0002057763","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-17","2023","04","8.0757E-6","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-18","2023","04","2.6919E-6","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-20","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-21","2023","04","0.0112147172","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-22","2023","04","3.8822682463","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-23","2023","04","0.4934771536","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-25","2023","04","0.4451698723","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-24","2023","04","4.3654260968","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-26","2023","04","0.0462402915","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-04-27","2023","04","0.1813946356","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-01","2023","04","2.2410619256","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-02","2023","04","1.9273321978","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-03","2023","04","8.2797761206","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-04","2023","04","0.0041096636","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-05","2023","04","0.5433384338","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-06","2023","04","0.0460054694","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-09","2023","04","0.0027586295","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-07","2023","04","0.6458287561","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-11","2023","04","0.013507682","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-12","2023","04","0.0701201132","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-13","2023","04","0.0169505948","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-14","2023","04","0.0097101067","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-15","2023","04","0.0004260686","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-17","2023","04","0.6202811321","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-18","2023","04","0.0497022601","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-19","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-20","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-21","2023","04","0.3269378246","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-22","2023","04","0.0369647158","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-23","2023","04","7.542557218","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-25","2023","04","0.1642478677","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-24","2023","04","2.1650032965","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-26","2023","04","1.6701042208","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-04-27","2023","04","0.0213124722","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-01","2023","04","1.0764843221","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-02","2023","04","0.4166419348","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-03","2023","04","2.347186228","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-04","2023","04","15.6569906287","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-05","2023","04","7.1128669834","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-06","2023","04","0.5710885587","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-08","2023","04","-0.0021441213","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-09","2023","04","0.0032392366","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-07","2023","04","0.0744869589","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-10","2023","04","0.0110615105","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-11","2023","04","0.0189056556","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-12","2023","04","0.0339646448","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-13","2023","04","0.0065236579","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-15","2023","04","0.0256322454","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-18","2023","04","0.0347776224","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-19","2023","04","0.0040432314","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-20","2023","04","0.006273268","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-21","2023","04","0.0033647993","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-22","2023","04","1.2596106633","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-23","2023","04","0.2102808186","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-25","2023","04","0.0344661468","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-24","2023","04","4.5899063221","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-26","2023","04","1.5507679415","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-04-27","2023","04","0.2087554389","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-01","2023","04","1.6424150483","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-02","2023","04","3.3999392982","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-03","2023","04","7.5386582557","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-04","2023","04","1.0987502739","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-05","2023","04","0.0325134006","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-06","2023","04","0.0006452222","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-08","2023","04","-0.0007993403","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-09","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-07","2023","04","0.0001435115","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-11","2023","04","0.0007641087","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-12","2023","04","0.0012501012","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-13","2023","04","0.0001765793","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-17","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-18","2023","04","0.0023460145","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-19","2023","04","0.0051598805","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-20","2023","04","0.0919151935","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-22","2023","04","0.2762266752","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-23","2023","04","0.0754123376","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-25","2023","04","1.1202170108","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-24","2023","04","6.0309051179","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-26","2023","04","2.2442137675","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-04-27","2023","04","0.004472502","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-01","2023","04","1.47399E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-02","2023","04","4.08806E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-03","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-04","2023","04","0.0068115933","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-05","2023","04","0.1156567287","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-06","2023","04","0.051372988","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-09","2023","04","1.47399E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-07","2023","04","0.7531899587","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-10","2023","04","4.42196E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-11","2023","04","2.94798E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-12","2023","04","4.42196E-5","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-13","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-14","2023","04","0.002633185","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-15","2023","04","0.0041479773","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-16","2023","04","0.000569237","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-17","2023","04","0.0640488704","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-18","2023","04","0.0026499155","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-19","2023","04","0.0001411046","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-20","2023","04","0.0252431841","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-21","2023","04","0.0429449466","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-22","2023","04","4.2979091131","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-23","2023","04","1.0972696666","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-25","2023","04","0.0119942685","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-24","2023","04","0.0011648285","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-26","2023","04","18.7975364429","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-04-27","2023","04","0.8438347497","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-01","2023","04","0.3070449965","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-02","2023","04","11.5170273786","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-03","2023","04","6.2040814702","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-04","2023","04","5.384288575","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-05","2023","04","6.9746977542","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-06","2023","04","0.4622280406","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-09","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-07","2023","04","0.0063772753","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-12","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-13","2023","04","0.0001186203","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-17","2023","04","0.0002431812","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-19","2023","04","0.9595081842","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-20","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-21","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-22","2023","04","5.3035781347","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-23","2023","04","0.0421943174","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-25","2023","04","0.0806673236","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-24","2023","04","7.1071475785","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-26","2023","04","1.4994090096","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-04-27","2023","04","0.2466001304","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-01","2023","04","5.37363E-5","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-02","2023","04","4.9138670332","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-03","2023","04","10.2415642958","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-04","2023","04","4.0206708654","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-05","2023","04","0.3038063445","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-06","2023","04","0.0066615003","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-08","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-09","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-07","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-10","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-11","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-12","2023","04","0.0219383564","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-13","2023","04","0.0092168205","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-14","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-15","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-16","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-17","2023","04","0.0021042257","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-18","2023","04","NA","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-19","2023","04","0.0001423404","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2023-04-20","2023","04","NA","NRSC VIC MODEL"
